at_date,product_id,version,name,release_date,link
2020-12-25,dagster-io/dagster,0.7.1,,2020-04-03 19:02:58,https://github.com/dagster-io/dagster/releases/tag/0.7.1
2020-12-24,kubernetes/kubernetes,v1.20.1,Kubernetes v1.20.1,2020-12-18 15:24:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.1
2020-12-24,kubernetes/kubernetes,v1.19.6,Kubernetes v1.19.6,2020-12-18 15:16:43,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.6
2020-12-24,kubernetes/kubernetes,v1.18.14,Kubernetes v1.18.14,2020-12-18 15:07:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.14
2020-12-24,kubernetes/kubernetes,v1.17.16,Kubernetes v1.17.16,2020-12-18 14:58:43,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.16
2020-12-24,kubernetes/kubernetes,v1.18.13,Kubernetes v1.18.13,2020-12-09 21:38:56,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.13
2020-12-24,kubernetes/kubernetes,v1.17.15,Kubernetes v1.17.15,2020-12-09 21:33:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.15
2020-12-24,kubernetes/kubernetes,v1.19.5,Kubernetes v1.19.5,2020-12-09 19:47:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.5
2020-12-24,kubernetes/kubernetes,v1.20.0,Kubernetes v1.20.0,2020-12-08 19:31:45,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0
2020-12-24,kubernetes/kubernetes,v1.20.0-rc.0,Kubernetes v1.20.0-rc.0,2020-12-01 12:14:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-rc.0
2020-12-24,kubernetes/kubernetes,v1.20.0-beta.2,v1.20.0-beta.2,2020-11-18 03:08:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-beta.2
2020-12-24,kubernetes/kubernetes,v1.18.12,v1.18.12,2020-11-12 18:09:25,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.12
2020-12-24,kubernetes/kubernetes,v1.19.4,v1.19.4,2020-11-11 23:57:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.4
2020-12-24,kubernetes/kubernetes,v1.17.14,v1.17.14,2020-11-11 20:41:48,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.14
2020-12-24,kubernetes/kubernetes,v1.20.0-beta.1,v1.20.0-beta.1,2020-11-03 12:09:49,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-beta.1
2020-12-24,kubernetes/kubernetes,v1.20.0-beta.0,v1.20.0-beta.0,2020-10-28 18:57:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-beta.0
2020-12-24,kubernetes/kubernetes,v1.20.0-alpha.3,v1.20.0-alpha.3,2020-10-20 09:54:31,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-alpha.3
2020-12-24,kubernetes/kubernetes,v1.18.10,v1.18.10,2020-10-15 18:22:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.10
2020-12-24,kubernetes/kubernetes,v1.17.13,v1.17.13,2020-10-15 17:12:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.13
2020-12-24,kubernetes/kubernetes,v1.19.3,v1.19.3,2020-10-14 16:51:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.3
2020-12-24,kubernetes/kubernetes,v1.20.0-alpha.2,v1.20.0-alpha.2,2020-10-13 19:44:29,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-alpha.2
2020-12-24,kubernetes/kubernetes,v1.20.0-alpha.1,v1.20.0-alpha.1,2020-09-22 16:35:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-alpha.1
2020-12-24,kubernetes/kubernetes,v1.19.2,v1.19.2,2020-09-16 19:41:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.2
2020-12-24,kubernetes/kubernetes,v1.18.9,v1.18.9,2020-09-16 19:40:39,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.9
2020-12-24,kubernetes/kubernetes,v1.17.12,v1.17.12,2020-09-16 19:36:50,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.12
2020-12-24,kubernetes/kubernetes,v1.19.1,v1.19.1,2020-09-09 16:10:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.1
2020-12-24,kubernetes/kubernetes,v1.16.15,v1.16.15,2020-09-02 17:58:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.15
2020-12-24,kubernetes/kubernetes,v1.19.0,v1.19.0,2020-08-26 18:30:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0
2020-12-24,kubernetes/kubernetes,v1.18.8,v1.18.8,2020-08-13 18:12:31,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.8
2020-12-24,kubernetes/kubernetes,v1.17.11,v1.17.11,2020-08-13 17:30:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.11
2020-12-24,kubernetes/kubernetes,v1.16.14,v1.16.14,2020-08-13 14:37:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.14
2020-12-24,kubernetes/kubernetes,v1.19.0-rc.4,v1.19.0-rc.4,2020-08-04 20:19:39,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-rc.4
2020-12-24,kubernetes/kubernetes,v1.19.0-rc.3,v1.19.0-rc.3,2020-07-29 09:19:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-rc.3
2020-12-24,kubernetes/kubernetes,v1.19.0-rc.2,v1.19.0-rc.2,2020-07-22 00:54:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-rc.2
2020-12-24,kubernetes/kubernetes,v1.17.9,v1.17.9,2020-07-15 19:19:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.9
2020-12-24,kubernetes/kubernetes,v1.16.13,v1.16.13,2020-07-15 19:12:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.13
2020-12-24,kubernetes/kubernetes,v1.18.6,v1.18.6,2020-07-15 19:07:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.6
2020-12-24,kubernetes/kubernetes,v1.19.0-rc.1,v1.19.0-rc.1,2020-07-14 15:57:33,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-rc.1
2020-12-24,kubernetes/kubernetes,v1.16.12,v1.16.12,2020-06-26 19:51:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.12
2020-12-24,kubernetes/kubernetes,v1.18.5,v1.18.5,2020-06-26 19:51:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.5
2020-12-24,kubernetes/kubernetes,v1.17.8,v1.17.8,2020-06-26 19:51:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.8
2020-12-24,kubernetes/kubernetes,v1.16.12-rc.1,v1.16.12-rc.1,2020-06-25 17:34:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.12-rc.1
2020-12-24,kubernetes/kubernetes,v1.17.8-rc.1,v1.17.8-rc.1,2020-06-25 17:20:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.8-rc.1
2020-12-24,kubernetes/kubernetes,v1.18.5-rc.1,v1.18.5-rc.1,2020-06-25 17:19:56,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.5-rc.1
2020-12-24,kubernetes/kubernetes,v1.18.4,v1.18.4,2020-06-17 19:45:17,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.4
2020-12-24,kubernetes/kubernetes,v1.17.7,v1.17.7,2020-06-17 16:03:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.7
2020-12-24,kubernetes/kubernetes,v1.16.11,v1.16.11,2020-06-17 15:59:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.11
2020-12-24,kubernetes/kubernetes,v1.19.0-beta.2,v1.19.0-beta.2,2020-06-12 12:34:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-beta.2
2020-12-24,kubernetes/kubernetes,v1.19.0-beta.1,v1.19.0-beta.1,2020-06-04 07:06:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-beta.1
2020-12-24,kubernetes/kubernetes,v1.16.10,v1.16.10,2020-05-20 17:40:04,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.10
2020-12-24,kubernetes/kubernetes,v1.17.6,v1.17.6,2020-05-20 17:31:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.6
2020-12-24,kubernetes/kubernetes,v1.18.3,v1.18.3,2020-05-20 14:26:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.3
2020-12-24,kubernetes/kubernetes,v1.19.0-beta.0,v1.19.0-beta.0,2020-05-19 13:40:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-beta.0
2020-12-24,kubernetes/kubernetes,v1.15.12,v1.15.12,2020-05-06 21:03:48,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.12
2020-12-24,kubernetes/kubernetes,v1.19.0-alpha.3,v1.19.0-alpha.3,2020-05-05 16:46:56,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-alpha.3
2020-12-24,kubernetes/kubernetes,v1.19.0-alpha.2,v1.19.0-alpha.2,2020-04-21 19:48:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-alpha.2
2020-12-24,kubernetes/kubernetes,v1.17.5,v1.17.5,2020-04-16 22:57:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.5
2020-12-24,kubernetes/kubernetes,v1.18.2,v1.18.2,2020-04-16 22:54:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.2
2020-12-24,kubernetes/kubernetes,v1.16.9,v1.16.9,2020-04-16 22:52:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.9
2020-12-24,kubernetes/kubernetes,v1.18.1,v1.18.1,2020-04-08 19:39:57,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.1
2020-12-24,kubernetes/kubernetes,v1.19.0-alpha.1,v1.19.0-alpha.1,2020-03-26 04:04:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-alpha.1
2020-12-24,kubernetes/kubernetes,v1.18.0,v1.18.0,2020-03-25 19:38:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0
2020-12-24,kubernetes/kubernetes,v1.18.0-rc.1,v1.18.0-rc.1,2020-03-17 18:13:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-rc.1
2020-12-24,kubernetes/kubernetes,v1.15.11,v1.15.11,2020-03-12 23:37:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.11
2020-12-24,kubernetes/kubernetes,v1.17.4,v1.17.4,2020-03-12 23:12:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.4
2020-12-24,kubernetes/kubernetes,v1.16.8,v1.16.8,2020-03-12 23:11:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.8
2020-12-24,kubernetes/kubernetes,v1.18.0-beta.2,v1.18.0-beta.2,2020-03-10 20:56:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-beta.2
2020-12-24,kubernetes/kubernetes,v1.18.0-beta.1,v1.18.0-beta.1,2020-02-26 13:39:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-beta.1
2020-12-24,kubernetes/kubernetes,v1.18.0-alpha.5,v1.18.0-alpha.5,2020-02-13 06:34:21,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.5
2020-12-24,kubernetes/kubernetes,v1.15.10,v1.15.10,2020-02-11 22:22:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.10
2020-12-24,kubernetes/kubernetes,v1.16.7,v1.16.7,2020-02-11 21:38:00,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.7
2020-12-24,kubernetes/kubernetes,v1.17.3,v1.17.3,2020-02-11 20:00:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.3
2020-12-24,kubernetes/kubernetes,v1.18.0-alpha.3,v1.18.0-alpha.3,2020-02-04 17:31:00,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.3
2020-12-24,kubernetes/kubernetes,v1.15.9,v1.15.9,2020-01-21 18:30:57,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.9
2020-12-24,kubernetes/kubernetes,v1.17.2,v1.17.2,2020-01-21 18:30:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.2
2020-12-24,kubernetes/kubernetes,v1.16.6,v1.16.6,2020-01-21 18:27:32,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.6
2020-12-24,kubernetes/kubernetes,v1.18.0-alpha.2,v1.18.0-alpha.2,2020-01-21 11:41:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.2
2020-12-24,kubernetes/kubernetes,v1.15.8,v1.15.8,2020-01-16 17:33:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.8
2020-12-24,kubernetes/kubernetes,v1.16.5,v1.16.5,2020-01-16 17:29:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.5
2020-12-24,kubernetes/kubernetes,v1.17.1,v1.17.1,2020-01-14 22:21:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.1
2020-12-24,kubernetes/kubernetes,v1.18.0-alpha.1,v1.18.0-alpha.1,2019-12-18 10:37:58,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.1
2020-12-24,kubernetes/kubernetes,v1.14.10,v1.14.10,2019-12-11 18:40:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.10
2020-12-24,kubernetes/kubernetes,v1.16.4,v1.16.4,2019-12-11 18:38:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.4
2020-12-24,kubernetes/kubernetes,v1.15.7,v1.15.7,2019-12-11 18:37:50,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.7
2020-12-24,kubernetes/kubernetes,v1.17.0,v1.17.0,2019-12-09 21:10:53,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0
2020-12-24,kubernetes/kubernetes,v1.17.0-rc.2,v1.17.0-rc.2,2019-12-03 16:08:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-rc.2
2020-12-24,kubernetes/kubernetes,v1.17.0-rc.1,v1.17.0-rc.1,2019-11-22 19:19:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-rc.1
2020-12-24,kubernetes/kubernetes,v1.17.0-beta.2,v1.17.0-beta.2,2019-11-18 17:53:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-beta.2
2020-12-24,kubernetes/kubernetes,v1.16.3,v1.16.3,2019-11-13 18:42:39,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.3
2020-12-24,kubernetes/kubernetes,v1.14.9,v1.14.9,2019-11-13 18:18:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.9
2020-12-24,kubernetes/kubernetes,v1.15.6,v1.15.6,2019-11-13 18:13:24,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.6
2020-12-24,kubernetes/kubernetes,v1.17.0-beta.1,v1.17.0-beta.1,2019-11-05 17:10:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-beta.1
2020-12-24,kubernetes/kubernetes,v1.17.0-alpha.3,v1.17.0-alpha.3,2019-10-22 18:27:01,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-alpha.3
2020-12-24,kubernetes/kubernetes,v1.15.5,v1.15.5,2019-10-15 21:18:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.5
2020-12-24,kubernetes/kubernetes,v1.16.2,v1.16.2,2019-10-15 21:13:30,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.2
2020-12-24,kubernetes/kubernetes,v1.13.12,v1.13.12,2019-10-15 18:06:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.12
2020-12-24,kubernetes/kubernetes,v1.14.8,v1.14.8,2019-10-15 17:51:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.8
2020-12-24,kubernetes/kubernetes,v1.17.0-alpha.2,v1.17.0-alpha.2,2019-10-15 10:54:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-alpha.2
2020-12-24,kubernetes/kubernetes,v1.17.0-alpha.1,v1.17.0-alpha.1,2019-10-03 00:15:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-alpha.1
2020-12-24,kubernetes/kubernetes,v1.16.1,v1.16.1,2019-10-02 21:15:05,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.1
2020-12-24,dagster-io/dagster,0.9.22.post0,0.9.22.post0,2020-12-11 04:26:56,https://github.com/dagster-io/dagster/releases/tag/0.9.22.post0
2020-12-24,dagster-io/dagster,0.9.22,0.9.22,2020-12-11 02:27:57,https://github.com/dagster-io/dagster/releases/tag/0.9.22
2020-12-24,dagster-io/dagster,0.9.22.pre1,,2020-12-11 02:12:06,https://github.com/dagster-io/dagster/releases/tag/0.9.22.pre1
2020-12-24,dagster-io/dagster,0.9.22.pre0,0.9.22.pre0,2020-12-11 02:01:10,https://github.com/dagster-io/dagster/releases/tag/0.9.22.pre0
2020-12-24,dagster-io/dagster,0.9.21,,2020-12-03 23:23:27,https://github.com/dagster-io/dagster/releases/tag/0.9.21
2020-12-24,dagster-io/dagster,0.9.21.pre0,,2020-12-03 22:30:11,https://github.com/dagster-io/dagster/releases/tag/0.9.21.pre0
2020-12-24,dagster-io/dagster,0.9.20,,2020-11-19 23:17:39,https://github.com/dagster-io/dagster/releases/tag/0.9.20
2020-12-24,dagster-io/dagster,0.9.20.pre0,,2020-11-19 22:35:26,https://github.com/dagster-io/dagster/releases/tag/0.9.20.pre0
2020-12-24,dagster-io/dagster,0.9.19.pre0,,2020-11-13 00:54:29,https://github.com/dagster-io/dagster/releases/tag/0.9.19.pre0
2020-12-24,dagster-io/dagster,0.9.19,,2020-11-13 00:51:30,https://github.com/dagster-io/dagster/releases/tag/0.9.19
2020-12-24,dagster-io/dagster,0.9.18.pre0,,2020-11-05 22:33:21,https://github.com/dagster-io/dagster/releases/tag/0.9.18.pre0
2020-12-24,dagster-io/dagster,0.9.18,,2020-11-05 22:32:49,https://github.com/dagster-io/dagster/releases/tag/0.9.18
2020-12-24,dagster-io/dagster,0.9.17,,2020-10-29 22:20:28,https://github.com/dagster-io/dagster/releases/tag/0.9.17
2020-12-24,dagster-io/dagster,0.9.16,,2020-10-22 23:58:58,https://github.com/dagster-io/dagster/releases/tag/0.9.16
2020-12-24,dagster-io/dagster,0.9.15,0.9.15,2020-10-15 22:33:21,https://github.com/dagster-io/dagster/releases/tag/0.9.15
2020-12-24,dagster-io/dagster,0.9.14,,2020-10-08 20:59:03,https://github.com/dagster-io/dagster/releases/tag/0.9.14
2020-12-24,dagster-io/dagster,0.9.12,0.9.12,2020-10-01 20:20:07,https://github.com/dagster-io/dagster/releases/tag/0.9.12
2020-12-24,dagster-io/dagster,0.9.11,,2020-09-25 00:06:00,https://github.com/dagster-io/dagster/releases/tag/0.9.11
2020-12-24,dagster-io/dagster,0.9.9,0.9.9,2020-09-17 21:41:13,https://github.com/dagster-io/dagster/releases/tag/0.9.9
2020-12-24,dagster-io/dagster,0.9.8,0.9.8,2020-09-16 00:31:57,https://github.com/dagster-io/dagster/releases/tag/0.9.8
2020-12-24,dagster-io/dagster,0.9.7,0.9.7,2020-09-11 23:45:11,https://github.com/dagster-io/dagster/releases/tag/0.9.7
2020-12-24,dagster-io/dagster,0.9.6,0.9.6,2020-09-10 23:48:42,https://github.com/dagster-io/dagster/releases/tag/0.9.6
2020-12-24,dagster-io/dagster,0.9.5,,2020-09-03 23:59:41,https://github.com/dagster-io/dagster/releases/tag/0.9.5
2020-12-24,dagster-io/dagster,0.9.4,0.9.4,2020-08-27 23:57:53,https://github.com/dagster-io/dagster/releases/tag/0.9.4
2020-12-24,dagster-io/dagster,0.9.3,,2020-08-21 14:50:06,https://github.com/dagster-io/dagster/releases/tag/0.9.3
2020-12-24,dagster-io/dagster,0.9.2,0.9.2,2020-08-13 23:13:55,https://github.com/dagster-io/dagster/releases/tag/0.9.2
2020-12-24,dagster-io/dagster,0.9.1,0.9.1,2020-08-07 23:31:46,https://github.com/dagster-io/dagster/releases/tag/0.9.1
2020-12-24,dagster-io/dagster,0.9.0,0.9.0,2020-08-07 17:37:18,https://github.com/dagster-io/dagster/releases/tag/0.9.0
2020-12-24,dagster-io/dagster,0.8.9,0.8.9,2020-07-31 00:08:33,https://github.com/dagster-io/dagster/releases/tag/0.8.9
2020-12-24,dagster-io/dagster,0.8.10,0.8.10,2020-07-31 00:08:03,https://github.com/dagster-io/dagster/releases/tag/0.8.10
2020-12-24,dagster-io/dagster,0.8.8,,2020-07-16 20:09:42,https://github.com/dagster-io/dagster/releases/tag/0.8.8
2020-12-24,dagster-io/dagster,0.8.7,,2020-07-09 22:24:41,https://github.com/dagster-io/dagster/releases/tag/0.8.7
2020-12-24,dagster-io/dagster,0.8.6,,2020-07-02 22:41:53,https://github.com/dagster-io/dagster/releases/tag/0.8.6
2020-12-24,dagster-io/dagster,0.8.5,0.8.5,2020-06-26 01:19:48,https://github.com/dagster-io/dagster/releases/tag/0.8.5
2020-12-24,dagster-io/dagster,0.8.4,0.8.4,2020-06-19 23:41:50,https://github.com/dagster-io/dagster/releases/tag/0.8.4
2020-12-24,dagster-io/dagster,0.8.3,0.8.3,2020-06-17 17:55:37,https://github.com/dagster-io/dagster/releases/tag/0.8.3
2020-12-24,dagster-io/dagster,0.8.2,0.8.2,2020-06-17 16:02:52,https://github.com/dagster-io/dagster/releases/tag/0.8.2
2020-12-24,dagster-io/dagster,0.8.1,0.8.1,2020-06-13 01:00:37,https://github.com/dagster-io/dagster/releases/tag/0.8.1
2020-12-24,dagster-io/dagster,0.8.0,"0.8.0 ""In The Zone""",2020-06-11 23:35:50,https://github.com/dagster-io/dagster/releases/tag/0.8.0
2020-12-24,dagster-io/dagster,0.7.16,0.7.16,2020-06-05 20:20:47,https://github.com/dagster-io/dagster/releases/tag/0.7.16
2020-12-24,dagster-io/dagster,0.7.15,0.7.15,2020-05-29 02:59:33,https://github.com/dagster-io/dagster/releases/tag/0.7.15
2020-12-24,dagster-io/dagster,0.7.14,,2020-05-22 01:19:32,https://github.com/dagster-io/dagster/releases/tag/0.7.14
2020-12-24,dagster-io/dagster,0.7.13,,2020-05-14 23:13:58,https://github.com/dagster-io/dagster/releases/tag/0.7.13
2020-12-24,dagster-io/dagster,0.7.12,0.7.12,2020-05-11 23:17:50,https://github.com/dagster-io/dagster/releases/tag/0.7.12
2020-12-24,dagster-io/dagster,0.7.11,,2020-05-09 21:38:56,https://github.com/dagster-io/dagster/releases/tag/0.7.11
2020-12-24,dagster-io/dagster,0.7.10,,2020-05-09 21:38:35,https://github.com/dagster-io/dagster/releases/tag/0.7.10
2020-12-24,dagster-io/dagster,0.7.9,,2020-05-09 21:38:00,https://github.com/dagster-io/dagster/releases/tag/0.7.9
2020-12-24,dagster-io/dagster,0.7.8,,2020-05-09 21:37:41,https://github.com/dagster-io/dagster/releases/tag/0.7.8
2020-12-24,dagster-io/dagster,0.7.7,,2020-05-09 21:37:05,https://github.com/dagster-io/dagster/releases/tag/0.7.7
2020-12-24,dagster-io/dagster,0.7.1,,2020-04-03 19:02:58,https://github.com/dagster-io/dagster/releases/tag/0.7.1

